customer_id,customer_name,email,city,state,signup_date,customer_segment_x,recency_days,frequency,monetary,rfm_total,customer_segment_y
C00402,Riya Verma,riya.verma402@example.com,Ahmedabad,Gujarat,2023-08-24,Regular,238.0,2.0,8800.38,7.0,New / Promising
C00403,Riya Kapoor,riya.kapoor403@example.com,Coimbatore,Tamil Nadu,2023-11-18,New,68.0,1.0,6287.25,4.0,Lost / Churned
C00404,Aadhya Malhotra,aadhya.malhotra404@example.com,Hyderabad,Telangana,2024-06-13,New,,,,,
C00405,Kavya Verma,kavya.verma405@example.com,Nagpur,Maharashtra,2024-09-18,Loyal,83.0,1.0,12995.5,5.0,Lost / Churned
C00406,Sara Mehta,sara.mehta406@example.com,Lucknow,Uttar Pradesh,2022-12-27,New,386.0,4.0,6709.32,8.0,Regular
C00407,Ira Pillai,ira.pillai407@example.com,Hyderabad,Telangana,2022-08-06,Regular,38.0,6.0,69536.48,9.0,At Risk (was loyal)
C00408,Karan Bose,karan.bose408@example.com,Ahmedabad,Gujarat,2022-08-18,New,421.0,3.0,36905.48,10.0,Champions
C00409,Diya Agarwal,diya.agarwal409@example.com,Hyderabad,Telangana,2023-01-12,New,59.0,4.0,11847.37,7.0,At Risk (was loyal)
C00410,Amit Rao,amit.rao410@example.com,Hyderabad,Telangana,2023-08-11,New,84.0,4.0,36762.12,9.0,At Risk (was loyal)
C00411,Sunil Chopra,sunil.chopra411@example.com,Pune,Maharashtra,2024-05-15,Loyal,,,,,
C00412,Amit Shah,amit.shah412@example.com,Coimbatore,Tamil Nadu,2023-09-21,Loyal,,,,,
C00413,Aarav Shah,aarav.shah413@example.com,Coimbatore,Tamil Nadu,2024-08-09,Loyal,,,,,
C00414,Aarav Nair,aarav.nair414@example.com,Jaipur,Rajasthan,2022-10-07,Regular,36.0,8.0,165844.43,9.0,At Risk (was loyal)
C00415,Meera Kapoor,meera.kapoor415@example.com,Lucknow,Uttar Pradesh,2022-12-26,Regular,279.0,3.0,26519.64,9.0,Champions
C00416,Reyansh Iyer,reyansh.iyer416@example.com,Mumbai,Maharashtra,2023-08-03,New,84.0,5.0,17822.33,9.0,At Risk (was loyal)
C00417,Aditya Iyer,aditya.iyer417@example.com,Indore,Madhya Pradesh,2024-01-29,New,,,,,
C00418,Aditya Pillai,aditya.pillai418@example.com,Mumbai,Maharashtra,2022-08-09,Loyal,76.0,4.0,34678.72,9.0,At Risk (was loyal)
C00419,Aadhya Das,aadhya.das419@example.com,Indore,Madhya Pradesh,2022-12-16,New,114.0,5.0,77958.84,10.0,At Risk (was loyal)
C00420,Diya Mehta,diya.mehta420@example.com,Chennai,Tamil Nadu,2024-01-09,New,,,,,
C00421,Amit Kulkarni,amit.kulkarni421@example.com,Aligarh,Uttar Pradesh,2023-09-03,New,393.0,1.0,3833.05,6.0,New / Promising
C00422,Nikhil Verma,nikhil.verma422@example.com,Bengaluru,Karnataka,2022-06-09,New,186.0,5.0,40371.85,10.0,At Risk (was loyal)
C00423,Amit Shah,amit.shah423@example.com,Chennai,Tamil Nadu,2022-02-20,New,3.0,2.0,2271.26,4.0,Lost / Churned
C00424,Krishna Das,krishna.das424@example.com,Bengaluru,Karnataka,2023-11-09,Regular,411.0,1.0,25230.71,8.0,New / Promising
C00425,Anika Shah,anika.shah425@example.com,Nagpur,Maharashtra,2023-03-29,Regular,307.0,4.0,53409.64,11.0,Champions
C00426,Krishna Singh,krishna.singh426@example.com,Nagpur,Maharashtra,2024-02-13,Loyal,74.0,2.0,18772.79,7.0,Lost / Churned
C00427,Vihaan Malhotra,vihaan.malhotra427@example.com,Chandigarh,Chandigarh,2023-03-17,Loyal,466.0,3.0,20499.76,10.0,Champions
C00428,Kabir Kulkarni,kabir.kulkarni428@example.com,Hyderabad,Telangana,2023-05-14,New,84.0,1.0,4639.94,4.0,Lost / Churned
C00429,Karan Mehta,karan.mehta429@example.com,Chandigarh,Chandigarh,2022-02-16,New,191.0,5.0,47740.91,11.0,Champions
C00430,Saanvi Shah,saanvi.shah430@example.com,Pune,Maharashtra,2022-02-26,Regular,524.0,2.0,7229.5,8.0,New / Promising
C00431,Ishaan Mehta,ishaan.mehta431@example.com,Mumbai,Maharashtra,2024-08-26,Regular,21.0,2.0,40422.8,7.0,Lost / Churned
C00432,Amit Iyer,amit.iyer432@example.com,Kolkata,West Bengal,2024-02-22,New,36.0,2.0,78348.83,8.0,At Risk (was loyal)
C00433,Kabir Kapoor,kabir.kapoor433@example.com,Jaipur,Rajasthan,2022-05-03,Regular,243.0,3.0,7839.12,8.0,Regular
C00434,Anika Chopra,anika.chopra434@example.com,Mumbai,Maharashtra,2022-06-29,Regular,658.0,2.0,53831.27,11.0,Champions
C00435,Saanvi Agarwal,saanvi.agarwal435@example.com,Ahmedabad,Gujarat,2023-12-22,Regular,,,,,
C00436,Pari Agarwal,pari.agarwal436@example.com,Pune,Maharashtra,2024-05-03,Regular,222.0,1.0,693.18,5.0,New / Promising
C00437,Aditya Joshi,aditya.joshi437@example.com,Surat,Gujarat,2024-06-01,New,,,,,
C00438,Aadhya Sharma,aadhya.sharma438@example.com,Delhi,Delhi,2023-04-16,VIP,47.0,2.0,22377.25,6.0,Lost / Churned
C00439,Kavya Kapoor,kavya.kapoor439@example.com,Bengaluru,Karnataka,2023-08-13,Loyal,279.0,2.0,34958.11,8.0,New / Promising
C00440,Ira Joshi,ira.joshi440@example.com,Nagpur,Maharashtra,2023-12-28,New,320.0,1.0,9616.21,6.0,New / Promising
C00441,Kabir Reddy,kabir.reddy441@example.com,Nagpur,Maharashtra,2023-02-19,Loyal,325.0,4.0,34514.81,10.0,Champions
C00442,Ananya Nair,ananya.nair442@example.com,Mumbai,Maharashtra,2024-03-31,Regular,,,,,
C00443,Priya Malhotra,priya.malhotra443@example.com,Patna,Bihar,2022-04-01,Loyal,315.0,6.0,46333.29,11.0,Champions
C00444,Kavya Reddy,kavya.reddy444@example.com,Nagpur,Maharashtra,2022-09-07,Loyal,274.0,2.0,18792.34,8.0,New / Promising
C00445,Ira Joshi,ira.joshi445@example.com,Nagpur,Maharashtra,2023-06-21,Regular,114.0,2.0,24130.4,7.0,Lost / Churned
C00446,Saanvi Mehta,saanvi.mehta446@example.com,Bengaluru,Karnataka,2024-02-03,New,14.0,2.0,22227.62,6.0,Lost / Churned
C00447,Sai Kapoor,sai.kapoor447@example.com,Aligarh,Uttar Pradesh,2024-03-08,New,24.0,2.0,20828.73,6.0,Lost / Churned
C00448,Aditya Pillai,aditya.pillai448@example.com,Chennai,Tamil Nadu,2023-10-11,Regular,,,,,
C00449,Pari Pillai,pari.pillai449@example.com,Hyderabad,Telangana,2022-07-18,Regular,69.0,3.0,15807.71,7.0,At Risk (was loyal)
C00450,Diya Iyer,diya.iyer450@example.com,Surat,Gujarat,2022-08-30,New,535.0,3.0,5221.21,8.0,Regular
C00451,Arjun Rao,arjun.rao451@example.com,Hyderabad,Telangana,2022-07-22,New,657.0,1.0,4794.33,6.0,New / Promising
C00452,Sara Iyer,sara.iyer452@example.com,Chennai,Tamil Nadu,2024-02-18,Loyal,194.0,1.0,5994.86,5.0,New / Promising
C00453,Reyansh Bose,reyansh.bose453@example.com,Bengaluru,Karnataka,2023-04-21,VIP,14.0,4.0,27541.51,8.0,At Risk (was loyal)
C00454,Karan Kulkarni,karan.kulkarni454@example.com,Patna,Bihar,2023-10-21,Regular,,,,,
C00455,Kavya Kapoor,kavya.kapoor455@example.com,Aligarh,Uttar Pradesh,2022-06-04,New,254.0,3.0,16458.44,8.0,Regular
C00456,Aditya Bose,aditya.bose456@example.com,Patna,Bihar,2023-03-29,New,363.0,1.0,6140.4,6.0,New / Promising
C00457,Sunil Rao,sunil.rao457@example.com,Lucknow,Uttar Pradesh,2023-08-29,New,,,,,
C00458,Diya Pillai,diya.pillai458@example.com,Delhi,Delhi,2022-03-17,VIP,,,,,
C00459,Myra Das,myra.das459@example.com,Lucknow,Uttar Pradesh,2022-02-08,New,404.0,3.0,57699.28,11.0,Champions
C00460,Diya Mehta,diya.mehta460@example.com,Delhi,Delhi,2022-03-20,Regular,27.0,7.0,48311.03,9.0,At Risk (was loyal)
C00461,Sara Shah,sara.shah461@example.com,Bengaluru,Karnataka,2023-06-04,New,53.0,4.0,13827.6,7.0,At Risk (was loyal)
C00462,Myra Kulkarni,myra.kulkarni462@example.com,Indore,Madhya Pradesh,2023-07-22,Regular,121.0,2.0,3746.36,5.0,Lost / Churned
C00463,Myra Kulkarni,myra.kulkarni463@example.com,Delhi,Delhi,2023-10-30,Regular,233.0,3.0,31063.91,9.0,Champions
C00464,Ananya Shah,ananya.shah464@example.com,Kolkata,West Bengal,2023-05-03,Loyal,52.0,2.0,11558.13,6.0,Lost / Churned
C00465,Arjun Verma,arjun.verma465@example.com,Chandigarh,Chandigarh,2023-04-07,New,104.0,2.0,7733.45,6.0,Lost / Churned
C00466,Sunil Kapoor,sunil.kapoor466@example.com,Hyderabad,Telangana,2024-01-02,New,,,,,
C00467,Pari Nair,pari.nair467@example.com,Bengaluru,Karnataka,2022-02-10,New,35.0,5.0,13337.77,7.0,At Risk (was loyal)
C00468,Neha Das,neha.das468@example.com,Pune,Maharashtra,2023-03-26,VIP,340.0,3.0,61857.34,11.0,Champions
C00469,Pari Shah,pari.shah469@example.com,Chandigarh,Chandigarh,2022-06-12,Loyal,529.0,2.0,10125.08,8.0,New / Promising
C00470,Diya Mehta,diya.mehta470@example.com,Surat,Gujarat,2023-02-01,Regular,561.0,1.0,254.88,6.0,New / Promising
C00471,Amit Kapoor,amit.kapoor471@example.com,Nagpur,Maharashtra,2023-11-27,Regular,209.0,1.0,57644.72,9.0,New / Promising
C00472,Sunil Kapoor,sunil.kapoor472@example.com,Delhi,Delhi,2022-03-09,Regular,41.0,4.0,17767.68,7.0,At Risk (was loyal)
C00473,Vihaan Agarwal,vihaan.agarwal473@example.com,Aligarh,Uttar Pradesh,2023-11-26,New,377.0,1.0,3923.97,6.0,New / Promising
C00474,Kabir Rao,kabir.rao474@example.com,Indore,Madhya Pradesh,2024-01-12,VIP,,,,,
C00475,Ananya Gupta,ananya.gupta475@example.com,Ahmedabad,Gujarat,2023-08-20,Regular,218.0,4.0,7205.4,8.0,Regular
C00476,Meera Malhotra,meera.malhotra476@example.com,Ahmedabad,Gujarat,2022-11-14,Regular,401.0,2.0,9562.6,8.0,New / Promising
C00477,Arjun Shah,arjun.shah477@example.com,Indore,Madhya Pradesh,2023-12-27,Regular,29.0,3.0,46442.75,8.0,At Risk (was loyal)
C00478,Kabir Agarwal,kabir.agarwal478@example.com,Bengaluru,Karnataka,2023-01-21,New,108.0,2.0,18327.85,7.0,Lost / Churned
C00479,Priya Iyer,priya.iyer479@example.com,Aligarh,Uttar Pradesh,2023-11-18,New,16.0,5.0,78636.56,9.0,At Risk (was loyal)
C00480,Aditya Chopra,aditya.chopra480@example.com,Chandigarh,Chandigarh,2023-06-05,Loyal,,,,,
C00481,Aarav Malhotra,aarav.malhotra481@example.com,Surat,Gujarat,2022-11-13,New,460.0,3.0,32767.23,10.0,Champions
C00482,Ishaan Kapoor,ishaan.kapoor482@example.com,Chennai,Tamil Nadu,2024-08-28,Regular,,,,,
C00483,Ishaan Patel,ishaan.patel483@example.com,Kochi,Kerala,2022-05-21,New,609.0,2.0,40615.54,10.0,New / Promising
C00484,Aditya Mehta,aditya.mehta484@example.com,Ahmedabad,Gujarat,2024-05-14,Regular,,,,,
C00485,Pari Agarwal,pari.agarwal485@example.com,Hyderabad,Telangana,2024-05-05,New,160.0,1.0,13398.9,5.0,Lost / Churned
C00486,Vivaan Kapoor,vivaan.kapoor486@example.com,Chandigarh,Chandigarh,2024-06-16,Regular,73.0,1.0,6177.4,4.0,Lost / Churned
C00487,Sara Joshi,sara.joshi487@example.com,Ahmedabad,Gujarat,2022-06-07,Loyal,722.0,1.0,19217.94,8.0,New / Promising
C00488,Reyansh Shah,reyansh.shah488@example.com,Chennai,Tamil Nadu,2024-04-08,New,,,,,
C00489,Pooja Das,pooja.das489@example.com,Chennai,Tamil Nadu,2022-02-14,Regular,453.0,4.0,13375.18,9.0,Regular
C00490,Diya Patel,diya.patel490@example.com,Nagpur,Maharashtra,2024-09-19,Regular,,,,,
C00491,Sara Mehta,sara.mehta491@example.com,Patna,Bihar,2024-02-10,Regular,,,,,
C00492,Sai Agarwal,sai.agarwal492@example.com,Patna,Bihar,2022-09-02,VIP,282.0,1.0,11718.26,6.0,New / Promising
C00493,Sunil Bose,sunil.bose493@example.com,Lucknow,Uttar Pradesh,2024-07-14,Loyal,,,,,
C00494,Diya Kulkarni,diya.kulkarni494@example.com,Kolkata,West Bengal,2023-03-28,New,27.0,2.0,8103.9,5.0,Lost / Churned
C00495,Amit Mehta,amit.mehta495@example.com,Patna,Bihar,2024-03-07,New,175.0,1.0,3321.66,4.0,Lost / Churned
C00496,Pari Pillai,pari.pillai496@example.com,Indore,Madhya Pradesh,2023-03-05,New,17.0,4.0,12606.59,6.0,At Risk (was loyal)
C00497,Priya Singh,priya.singh497@example.com,Chennai,Tamil Nadu,2024-03-31,Regular,264.0,1.0,12558.5,6.0,New / Promising
C00498,Kavya Rao,kavya.rao498@example.com,Ahmedabad,Gujarat,2022-02-23,New,394.0,6.0,103802.97,12.0,Champions
C00499,Kavya Malhotra,kavya.malhotra499@example.com,Kochi,Kerala,2023-07-22,Regular,137.0,3.0,13335.21,7.0,At Risk (was loyal)
C00500,Neha Pillai,neha.pillai500@example.com,Hyderabad,Telangana,2024-05-21,Regular,,,,,
C00501,Kabir Gupta,kabir.gupta501@example.com,Hyderabad,Telangana,2024-02-21,New,,,,,
C00502,Krishna Das,krishna.das502@example.com,Chennai,Tamil Nadu,2024-07-16,Loyal,60.0,1.0,3016.57,4.0,Lost / Churned
C00503,Arjun Chopra,arjun.chopra503@example.com,Chandigarh,Chandigarh,2022-04-04,New,39.0,4.0,13993.6,6.0,At Risk (was loyal)
C00504,Priya Das,priya.das504@example.com,Pune,Maharashtra,2024-06-24,New,,,,,
C00505,Meera Sharma,meera.sharma505@example.com,Surat,Gujarat,2023-03-01,Loyal,413.0,5.0,38287.21,11.0,Champions
C00506,Saanvi Pillai,saanvi.pillai506@example.com,Delhi,Delhi,2023-01-18,Regular,68.0,3.0,11191.01,7.0,At Risk (was loyal)
C00507,Saanvi Gupta,saanvi.gupta507@example.com,Pune,Maharashtra,2023-01-19,Regular,52.0,4.0,98566.06,10.0,At Risk (was loyal)
C00508,Aarav Kapoor,aarav.kapoor508@example.com,Pune,Maharashtra,2024-08-11,Regular,,,,,
C00509,Priya Kapoor,priya.kapoor509@example.com,Hyderabad,Telangana,2024-03-21,New,,,,,
C00510,Arjun Verma,arjun.verma510@example.com,Ahmedabad,Gujarat,2022-10-21,Loyal,48.0,13.0,173830.31,9.0,At Risk (was loyal)
C00511,Neha Iyer,neha.iyer511@example.com,Kochi,Kerala,2024-02-17,Loyal,208.0,1.0,5323.75,5.0,New / Promising
C00512,Myra Shah,myra.shah512@example.com,Kochi,Kerala,2022-01-06,Regular,9.0,6.0,67911.64,9.0,At Risk (was loyal)
C00513,Aarav Rao,aarav.rao513@example.com,Bengaluru,Karnataka,2022-08-09,New,299.0,5.0,30514.63,10.0,Champions
C00514,Riya Shah,riya.shah514@example.com,Ahmedabad,Gujarat,2023-06-25,Regular,26.0,2.0,40597.22,7.0,Lost / Churned
C00515,Vihaan Mehta,vihaan.mehta515@example.com,Nagpur,Maharashtra,2022-09-01,Regular,383.0,3.0,57573.4,11.0,Champions
C00516,Vihaan Verma,vihaan.verma516@example.com,Lucknow,Uttar Pradesh,2022-09-02,New,585.0,2.0,15734.82,8.0,New / Promising
C00517,Rohan Shah,rohan.shah517@example.com,Nagpur,Maharashtra,2023-04-14,VIP,381.0,3.0,37894.22,10.0,Champions
C00518,Vihaan Bose,vihaan.bose518@example.com,Bengaluru,Karnataka,2023-09-04,New,222.0,1.0,26925.21,7.0,New / Promising
C00519,Aarav Pillai,aarav.pillai519@example.com,Coimbatore,Tamil Nadu,2023-08-12,VIP,210.0,2.0,7475.23,7.0,New / Promising
C00520,Neha Iyer,neha.iyer520@example.com,Pune,Maharashtra,2022-10-26,Regular,402.0,2.0,62246.75,11.0,Champions
C00521,Aarav Shah,aarav.shah521@example.com,Nagpur,Maharashtra,2022-12-28,New,495.0,1.0,938.73,6.0,New / Promising
C00522,Ira Chopra,ira.chopra522@example.com,Pune,Maharashtra,2022-07-11,Regular,396.0,2.0,10172.49,8.0,New / Promising
C00523,Pari Malhotra,pari.malhotra523@example.com,Bengaluru,Karnataka,2022-03-11,Loyal,618.0,2.0,43531.21,10.0,New / Promising
C00524,Riya Pillai,riya.pillai524@example.com,Chandigarh,Chandigarh,2024-03-16,Loyal,,,,,
C00525,Riya Sharma,riya.sharma525@example.com,Chandigarh,Chandigarh,2023-02-04,Loyal,226.0,5.0,107806.28,11.0,Champions
C00526,Vivaan Joshi,vivaan.joshi526@example.com,Kochi,Kerala,2023-01-18,Regular,,,,,
C00527,Pooja Sharma,pooja.sharma527@example.com,Jaipur,Rajasthan,2023-01-01,Regular,460.0,2.0,4667.01,7.0,New / Promising
C00528,Diya Patel,diya.patel528@example.com,Bengaluru,Karnataka,2024-01-21,Loyal,,,,,
C00529,Amit Kulkarni,amit.kulkarni529@example.com,Hyderabad,Telangana,2024-01-23,New,187.0,1.0,19891.97,6.0,Lost / Churned
C00530,Arjun Verma,arjun.verma530@example.com,Aligarh,Uttar Pradesh,2022-12-27,Regular,67.0,1.0,14263.93,5.0,Lost / Churned
C00531,Ananya Nair,ananya.nair531@example.com,Coimbatore,Tamil Nadu,2024-04-30,New,197.0,1.0,4627.18,5.0,New / Promising
C00532,Neha Bose,neha.bose532@example.com,Patna,Bihar,2023-10-09,VIP,,,,,
C00533,Sunil Iyer,sunil.iyer533@example.com,Chennai,Tamil Nadu,2022-03-06,VIP,6.0,3.0,20472.58,7.0,At Risk (was loyal)
C00534,Vivaan Mehta,vivaan.mehta534@example.com,Patna,Bihar,2022-07-26,New,270.0,6.0,17965.12,10.0,Champions
C00535,Sunil Singh,sunil.singh535@example.com,Delhi,Delhi,2024-06-26,Loyal,,,,,
C00536,Ananya Mehta,ananya.mehta536@example.com,Delhi,Delhi,2023-06-12,VIP,40.0,3.0,85610.05,8.0,At Risk (was loyal)
C00537,Priya Agarwal,priya.agarwal537@example.com,Indore,Madhya Pradesh,2023-04-30,New,,,,,
C00538,Vivaan Singh,vivaan.singh538@example.com,Jaipur,Rajasthan,2022-10-20,Regular,647.0,1.0,12101.23,7.0,New / Promising
C00539,Kavya Verma,kavya.verma539@example.com,Surat,Gujarat,2024-06-05,VIP,,,,,
C00540,Krishna Reddy,krishna.reddy540@example.com,Aligarh,Uttar Pradesh,2024-03-29,New,219.0,2.0,9949.26,7.0,New / Promising
C00541,Aadhya Joshi,aadhya.joshi541@example.com,Surat,Gujarat,2024-02-01,Regular,97.0,1.0,3471.73,4.0,Lost / Churned
C00542,Nikhil Joshi,nikhil.joshi542@example.com,Patna,Bihar,2022-12-14,New,174.0,4.0,16802.04,7.0,At Risk (was loyal)
C00543,Anika Bose,anika.bose543@example.com,Chennai,Tamil Nadu,2023-01-12,VIP,56.0,4.0,14611.64,7.0,At Risk (was loyal)
C00544,Krishna Gupta,krishna.gupta544@example.com,Chandigarh,Chandigarh,2024-01-15,VIP,82.0,2.0,8577.49,6.0,Lost / Churned
C00545,Aditya Chopra,aditya.chopra545@example.com,Nagpur,Maharashtra,2023-09-09,VIP,192.0,1.0,804.68,5.0,New / Promising
C00546,Riya Mehta,riya.mehta546@example.com,Chennai,Tamil Nadu,2022-11-25,Regular,182.0,4.0,32253.12,9.0,At Risk (was loyal)
C00547,Aditya Kapoor,aditya.kapoor547@example.com,Hyderabad,Telangana,2023-11-08,Loyal,52.0,1.0,12017.23,5.0,Lost / Churned
C00548,Kabir Das,kabir.das548@example.com,Lucknow,Uttar Pradesh,2023-09-10,Loyal,437.0,1.0,2738.19,6.0,New / Promising
C00549,Reyansh Das,reyansh.das549@example.com,Nagpur,Maharashtra,2022-12-26,New,26.0,2.0,38826.64,6.0,Lost / Churned
C00550,Vivaan Malhotra,vivaan.malhotra550@example.com,Patna,Bihar,2023-09-22,Loyal,252.0,1.0,1226.16,5.0,New / Promising
C00551,Krishna Verma,krishna.verma551@example.com,Nagpur,Maharashtra,2022-03-18,New,,,,,
C00552,Diya Pillai,diya.pillai552@example.com,Indore,Madhya Pradesh,2024-03-31,Regular,251.0,1.0,12576.5,6.0,New / Promising
C00553,Aarav Iyer,aarav.iyer553@example.com,Chennai,Tamil Nadu,2024-05-19,New,,,,,
C00554,Vivaan Iyer,vivaan.iyer554@example.com,Patna,Bihar,2022-03-10,New,150.0,3.0,2796.16,6.0,At Risk (was loyal)
C00555,Amit Malhotra,amit.malhotra555@example.com,Pune,Maharashtra,2023-01-06,New,350.0,3.0,72059.39,11.0,Champions
C00556,Ira Verma,ira.verma556@example.com,Indore,Madhya Pradesh,2023-09-12,Regular,375.0,1.0,2777.16,6.0,New / Promising
C00557,Karan Das,karan.das557@example.com,Ahmedabad,Gujarat,2024-08-29,New,,,,,
C00558,Diya Das,diya.das558@example.com,Surat,Gujarat,2024-02-21,Loyal,,,,,
C00559,Ira Iyer,ira.iyer559@example.com,Bengaluru,Karnataka,2023-06-27,New,417.0,3.0,13926.22,9.0,Regular
C00560,Saanvi Kapoor,saanvi.kapoor560@example.com,Surat,Gujarat,2023-10-28,New,81.0,3.0,25519.76,8.0,At Risk (was loyal)
C00561,Sai Reddy,sai.reddy561@example.com,Jaipur,Rajasthan,2022-01-27,Regular,57.0,4.0,17293.28,7.0,At Risk (was loyal)
C00562,Anika Pillai,anika.pillai562@example.com,Chennai,Tamil Nadu,2023-02-01,Loyal,127.0,6.0,66711.37,10.0,At Risk (was loyal)
C00563,Vihaan Rao,vihaan.rao563@example.com,Coimbatore,Tamil Nadu,2024-03-04,New,174.0,1.0,738.0,4.0,Lost / Churned
C00564,Neha Das,neha.das564@example.com,Jaipur,Rajasthan,2022-08-08,Regular,469.0,2.0,16664.9,8.0,New / Promising
C00565,Neha Bose,neha.bose565@example.com,Lucknow,Uttar Pradesh,2022-07-24,Loyal,325.0,2.0,49274.39,10.0,Champions
C00566,Arjun Gupta,arjun.gupta566@example.com,Hyderabad,Telangana,2023-04-08,Regular,323.0,5.0,38912.89,10.0,Champions
C00567,Nikhil Das,nikhil.das567@example.com,Chennai,Tamil Nadu,2022-03-31,New,706.0,1.0,1931.04,6.0,New / Promising
C00568,Karan Malhotra,karan.malhotra568@example.com,Aligarh,Uttar Pradesh,2023-12-28,New,159.0,1.0,2789.84,4.0,Lost / Churned
C00569,Riya Agarwal,riya.agarwal569@example.com,Bengaluru,Karnataka,2022-10-25,Loyal,247.0,4.0,71920.21,11.0,Champions
C00570,Kavya Nair,kavya.nair570@example.com,Lucknow,Uttar Pradesh,2023-12-30,New,341.0,1.0,28527.86,9.0,New / Promising
C00571,Sunil Malhotra,sunil.malhotra571@example.com,Chennai,Tamil Nadu,2023-06-05,Loyal,9.0,5.0,18271.06,8.0,At Risk (was loyal)
C00572,Vihaan Singh,vihaan.singh572@example.com,Pune,Maharashtra,2024-03-22,Regular,11.0,2.0,17016.79,5.0,Lost / Churned
C00573,Sai Bose,sai.bose573@example.com,Ahmedabad,Gujarat,2022-01-27,VIP,476.0,3.0,21779.3,10.0,Champions
C00574,Riya Kulkarni,riya.kulkarni574@example.com,Surat,Gujarat,2023-01-13,Loyal,163.0,2.0,32556.99,7.0,Lost / Churned
C00575,Sunil Agarwal,sunil.agarwal575@example.com,Patna,Bihar,2022-05-13,VIP,5.0,5.0,73545.5,9.0,At Risk (was loyal)
C00576,Aditya Mehta,aditya.mehta576@example.com,Bengaluru,Karnataka,2023-02-12,Regular,680.0,1.0,1660.83,6.0,New / Promising
C00577,Pari Chopra,pari.chopra577@example.com,Kochi,Kerala,2024-02-27,Loyal,,,,,
C00578,Priya Kulkarni,priya.kulkarni578@example.com,Nagpur,Maharashtra,2022-03-17,Regular,3.0,7.0,30087.42,8.0,At Risk (was loyal)
C00579,Ananya Gupta,ananya.gupta579@example.com,Ahmedabad,Gujarat,2023-04-06,Regular,,,,,
C00580,Karan Pillai,karan.pillai580@example.com,Patna,Bihar,2022-12-19,Regular,193.0,4.0,19111.24,9.0,Champions
C00581,Nikhil Agarwal,nikhil.agarwal581@example.com,Ahmedabad,Gujarat,2023-10-18,Loyal,30.0,2.0,4915.51,4.0,Lost / Churned
C00582,Amit Iyer,amit.iyer582@example.com,Chennai,Tamil Nadu,2023-03-20,VIP,48.0,3.0,5276.71,5.0,At Risk (was loyal)
C00583,Meera Verma,meera.verma583@example.com,Chandigarh,Chandigarh,2024-05-01,Loyal,80.0,1.0,1605.81,4.0,Lost / Churned
C00584,Pari Iyer,pari.iyer584@example.com,Hyderabad,Telangana,2022-11-08,Regular,24.0,5.0,19149.89,8.0,At Risk (was loyal)
C00585,Reyansh Kapoor,reyansh.kapoor585@example.com,Chennai,Tamil Nadu,2024-08-15,Regular,,,,,
C00586,Diya Pillai,diya.pillai586@example.com,Pune,Maharashtra,2024-07-05,Loyal,9.0,1.0,4660.66,3.0,Lost / Churned
C00587,Kavya Gupta,kavya.gupta587@example.com,Lucknow,Uttar Pradesh,2022-09-14,New,525.0,2.0,36090.88,9.0,New / Promising
C00588,Rohan Agarwal,rohan.agarwal588@example.com,Kolkata,West Bengal,2022-10-09,New,224.0,3.0,44467.84,10.0,Champions
C00589,Rohan Mehta,rohan.mehta589@example.com,Ahmedabad,Gujarat,2023-09-22,Regular,252.0,2.0,44974.34,9.0,New / Promising
C00590,Aditya Pillai,aditya.pillai590@example.com,Coimbatore,Tamil Nadu,2023-10-19,New,210.0,1.0,13007.08,6.0,New / Promising
C00591,Ira Kulkarni,ira.kulkarni591@example.com,Chennai,Tamil Nadu,2022-06-07,New,421.0,3.0,9815.25,9.0,Regular
C00592,Karan Shah,karan.shah592@example.com,Chennai,Tamil Nadu,2024-01-08,New,,,,,
C00593,Priya Kulkarni,priya.kulkarni593@example.com,Aligarh,Uttar Pradesh,2022-02-12,New,265.0,4.0,31032.08,10.0,Champions
C00594,Aditya Verma,aditya.verma594@example.com,Mumbai,Maharashtra,2024-08-29,New,15.0,1.0,7535.53,4.0,Lost / Churned
C00595,Rohan Singh,rohan.singh595@example.com,Jaipur,Rajasthan,2024-02-25,VIP,180.0,2.0,3098.1,5.0,Lost / Churned
C00596,Sara Sharma,sara.sharma596@example.com,Nagpur,Maharashtra,2023-05-25,Regular,517.0,2.0,16868.32,8.0,New / Promising
C00597,Kabir Mehta,kabir.mehta597@example.com,Coimbatore,Tamil Nadu,2023-05-10,Regular,15.0,3.0,96902.59,8.0,At Risk (was loyal)
C00598,Sunil Joshi,sunil.joshi598@example.com,Pune,Maharashtra,2022-11-01,Regular,375.0,5.0,55570.05,12.0,Champions
C00599,Aditya Verma,aditya.verma599@example.com,Patna,Bihar,2022-06-11,New,511.0,3.0,5900.25,8.0,Regular
C00600,Aadhya Bose,aadhya.bose600@example.com,Patna,Bihar,2023-04-21,VIP,402.0,1.0,2085.32,6.0,New / Promising
C00601,Ananya Shah,ananya.shah601@example.com,Kolkata,West Bengal,2022-05-28,Loyal,25.0,6.0,67437.85,9.0,At Risk (was loyal)
C00602,Kavya Kapoor,kavya.kapoor602@example.com,Aligarh,Uttar Pradesh,2024-01-22,New,259.0,1.0,13535.13,6.0,New / Promising
C00603,Saanvi Iyer,saanvi.iyer603@example.com,Surat,Gujarat,2024-02-18,Regular,21.0,4.0,32312.44,8.0,At Risk (was loyal)
C00604,Pari Agarwal,pari.agarwal604@example.com,Surat,Gujarat,2022-04-19,Loyal,194.0,4.0,128331.94,11.0,Champions
